LTKBID,compound_name,SeverityClass,LabelSection,vDILI-Concern,vDILI_Concern_Normalized,Comment,smiles,binary_label
LT00230,Diazepam,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1
LT00802,Dichlorphenamide,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0
LT00084,Diclofenac sodium,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],1
LT02041,Dicloxacillin sodium,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],1
LT00737,Dicyclomine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,0
LT01285,Didanosine,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,1
LT00806,Diethylpropion hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCN(CC)C(C)C(=O)c1ccccc1.Cl,0
LT03659,Difelikefalin acetate,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(=O)O.CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N1CCC(N)(C(=O)O)CC1,0
LT00085,Diflunisal,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1
LT00292,Digoxin,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0
LT02218,Dihydroergotamine mesylate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21.CS(=O)(=O)O,0
LT01292,Diltiazem hydrochloride,4,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1.Cl,1
LT00545,Dimenhydrinate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,0
LT00074,Dimercaprol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,OCC(S)CS,0
LT02877,Dimethyl fumarate,4,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,New,COC(=O)C=CC(=O)OC,1
LT00087,Diphenhydramine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,0
LT01623,Diphenoxylate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0
LT01302,Disopyramide phosphate,2,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O,1
LT00295,Disulfiram,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
LT00684,Divalproex sodium,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],1
LT01308,Dobutamine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,0
LT01309,Docetaxel,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,1
LT01040,Dofetilide,0,No match,vLess-DILI-concern,vLess-DILI-concern,Revised,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,1
LT02905,Dolutegravir sodium,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,New,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],1
LT00052,Donepezil hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,1
LT00015,Dopamine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Cl.NCCc1ccc(O)c(O)c1,0
LT00547,Doxapram hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O,0
LT01313,Doxazosin mesylate,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,1
LT01314,Doxepin hydrochloride,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN(C)CCC=C1c2ccccc2COc2ccccc21.Cl,1
LT00335,Doxorubicin hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl,1
LT00393,Doxycycline,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,1
LT00727,Doxylamine succinate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,0
LT00671,Dronedarone hydrochloride,7,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,1
LT01317,Droperidol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0
LT01318,Droxicam,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,1
LT01788,Droxidopa,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,0
LT02035,Duloxetine hydrochloride,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CNCCC(Oc1cccc2ccccc12)c1cccs1.Cl,1
LT01112,Dutasteride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,0
LT00740,Dyphylline,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0
LT01849,Ebrotidine,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,1
LT00683,Ecallantide,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C2CSSCC3NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(Cc4ccccc4)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CSSCC(NC(=O)C4CCCN4C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(Cc4ccccc4)NC(=O)C(C)NC(=O)C(NC(=O)C(Cc4ccccc4)NC(=O)C(CO)NC(=O)C(Cc4cnc[nH]4)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(N)CCC(=O)O)CSSCC(C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)O)C(C)O)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC3=O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc3cnc[nH]3)C(=O)N3CCCC3C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(CC(N)=O)C(=O)NC(C(C)CC)C(=O)NC(Cc3ccccc3)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)N2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC1=O,0
LT03663,Edaravone,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC1=NN(c2ccccc2)C(=O)C1,0
LT02093,Edrophonium chloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC[N+](C)(C)c1cccc(O)c1.[Cl-],0
LT01323,Efavirenz,7,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,1
LT03666,Eliglustat tartrate,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2.O=C(O)C(O)C(O)C(=O)O,0
LT00663,Eltrombopag olamine,4,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C.NCCO.NCCO,1
LT03667,Empagliflozin,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O,0
LT00296,Enalapril maleate,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O.O=C(O)C=CC(=O)O,1
LT01968,Entacapone,0,No match,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,1
LT02444,Enzalutamide,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,0
LT01666,Ephedrine sulfate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CNC(C)C(O)c1ccccc1.CNC(C)C(O)c1ccccc1.O=S(=O)(O)O,0
LT00742,Epinephrine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CNCC(O)c1ccc(O)c(O)c1,0
LT01149,Eplerenone,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,1
LT01316,Epoetin alfa,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CC(C)(O)C(O)C(C)O2)C(C)CC(CCO)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0
LT00999,Eptifibatide,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1,0
LT00194,Ergocalciferol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,0
LT01214,Erlotinib hydrochloride,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,1
LT03673,Ertugliflozin,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1,0
LT00092,Erythromycin estolate,5,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,1
LT02330,Erythropoietin,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CC(C)(O)C(O)C(C)O2)C(C)CC(CCO)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0
LT02929,Escitalopram oxalate,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,1
LT01333,Esmolol hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl,0
LT01589,Esomeprazole sodium,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1.[Na+],1
LT01334,Estazolam,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0
LT00016,Estradiol valerate,2,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,1
LT01342,Estramustine phosphate sodium,4,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)([O-])[O-].[Na+].[Na+],1
LT01161,Eszopiclone,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1
LT03674,Etelcalcetide,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(=O)NC(CSSCC(N)C(=O)O)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(N)=O,0
LT01345,Ethambutol hydrochloride,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCC(CO)NCCNC(CC)CO.Cl.Cl,1
LT00926,Ethanolamine oleate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCCCCCCCC=CCCCCCCCC(=O)O.NCCO,0
LT01348,Ethionamide,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCc1cc(C(N)=S)ccn1,1
LT01355,Etidronate disodium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],0
LT00240,Etodolac,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1
LT01357,Etomidate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCOC(=O)c1cncn1C(C)c1ccccc1,0
LT00094,Etoposide,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,1
LT00653,Etravirine,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,1
LT01267,Everolimus,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1
LT00394,Exemestane,4,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,1
LT00537,Exenatide synthetic,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CO)C(N)=O,0
LT01359,Exifone,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1
LT01153,Ezetimibe,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,1
LT01870,Falnidamol,8,Discontinued,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,1
LT00095,Famotidine,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,1
LT00554,Febuxostat,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,1
LT00097,Felbamate,7,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,NC(=O)OCC(COC(N)=O)c1ccccc1,1
LT00397,Felodipine,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1
LT01846,Fenclozic acid,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,1
LT00098,Fenofibrate,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1
LT00670,Fenofibric acid,2,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Revised,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1
LT00944,Fenoldopam mesylate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0
LT00099,Fenoprofen calcium,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],1
LT03677,Ferric maltol,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-].[Fe+3],0
LT00650,Ferumoxytol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,[Fe+2].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2],0
LT00590,Fesoterodine fumarate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)C=CC(=O)O,0
LT01370,Fexofenadine hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,0
LT01371,Fialuridine,8,Discontinued,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2F)cc1I,1
LT00701,Fiduxosin,8,Discontinued,vMost-DILI-concern,vMost-DILI-concern,Unchanged,COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,1
LT00167,Finasteride,0,No match,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,1
LT03679,Finerenone,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,0
LT02342,Fingolimod hydrochloride,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,New,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,1
LT01372,Fipexide,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1
LT00857,Flavoxate hydrochloride,0,No match,vLess-DILI-concern,vLess-DILI-concern,Revised,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,1
LT01375,Flecainide acetate,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,1
LT03680,Flibanserin,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,0
LT03903,Florbetaben f-18,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)cc2)cc1,0
LT03904,Florbetapir f-18,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1,0
LT03905,Flortaucipir f-18,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,0
LT03906,Fluciclovine f-18,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,NC1(C(=O)O)CC(F)C1,0
LT00179,Fluconazole,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1
LT01382,Fludarabine phosphate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,0
LT00399,Fludrocortisone acetate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,0
LT01384,Flumazenil,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0
LT00894,Fluorescein sodium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+],0
LT03907,Fluorodopa f-18,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,NC(Cc1cc(O)c(O)cc1F)C(=O)O,0
LT03908,Fluoroestradiol f-18,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC12CCC3c4ccc(O)cc4CCC3C1CC(F)C2O,0
LT01029,Fluorouracil,0,No match,vLess-DILI-concern,vLess-DILI-concern,Unchanged,O=c1[nH]cc(F)c(=O)[nH]1,1
LT00018,Fluoxetine hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,1
LT01394,Flurazepam hydrochloride,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,1
LT00298,Flurbiprofen sodium,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Revised,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.[Na+],1
LT00101,Flutamide,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1
LT03909,Flutemetamol f-18,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,0
LT00172,Fluvastatin sodium,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(C)n1c(C=CC(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+],1
LT01580,Folic acid,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,0
